"2025 College Graduate Career Jobs — Hiring & Layoff Data (US) [CPI-Adjusted to 2025 USD, factor=1.0000]",,,,,
#,Job Title,Industry / Category,Avg. Salary (2025 USD),# Hired in 2025,# Fired / Laid Off in 2025
277.0,Fashion Designer,Architecture,56159.0,4427.0,253.0
278.0,Furniture Designer,Architecture,53161.0,2590.0,364.0
279.0,Jewelry Designer,Architecture,49549.0,2483.0,180.0
280.0,Textile Designer,Architecture,53854.0,2728.0,379.0
281.0,Web Designer,Architecture,69637.0,8011.0,997.0
282.0,3D Modeler,Architecture,63846.0,4158.0,301.0
283.0,CAD Designer,Architecture,68006.0,4989.0,706.0
284.0,Environmental Designer,Architecture,70292.0,2791.0,238.0
285.0,Exhibition Designer,Architecture,60703.0,2480.0,255.0
286.0,Lighting Designer,Architecture,67086.0,2924.0,453.0
287.0,Government Policy Analyst,Government,82998.0,4195.0,1720.0
288.0,Intelligence Analyst,Government,89822.0,2893.0,398.0
289.0,Foreign Service Officer,Government,80073.0,1932.0,407.0
290.0,Military Officer,Government,93942.0,6106.0,1414.0
291.0,FBI Agent,Government,96609.0,1524.0,123.0
292.0,CIA Analyst,Government,88993.0,1255.0,416.0
293.0,TSA Officer,Government,52891.0,4369.0,1125.0
294.0,Customs Officer,Government,62971.0,3687.0,682.0
295.0,Police Officer,Government,62620.0,9346.0,2648.0
296.0,Firefighter,Government,59188.0,6614.0,1729.0
297.0,Paramedic / EMT,Government,48768.0,7912.0,2004.0
298.0,Social Worker,Government,53253.0,9303.0,969.0
299.0,Urban Planner (Government),Government,79874.0,2464.0,282.0
300.0,Environmental Regulator,Government,73052.0,1960.0,789.0
301.0,Congressional Staffer,Government,52762.0,2950.0,1217.0
302.0,City Planner,Government,79304.0,2023.0,689.0
303.0,Public Health Administrator,Government,84168.0,2503.0,1065.0
304.0,State Auditor,Government,73326.0,1751.0,456.0
305.0,Tax Examiner (IRS),Government,63330.0,2908.0,496.0
306.0,Immigration Officer,Government,69462.0,2546.0,295.0
307.0,Journalist,Media,52294.0,5023.0,829.0
308.0,News Anchor,Media,65570.0,2644.0,914.0
309.0,Radio Host,Media,52302.0,2319.0,698.0
310.0,Film Director,Media,91323.0,2356.0,673.0
311.0,Screenwriter,Media,76554.0,2526.0,1095.0
312.0,Film Editor,Media,71530.0,3343.0,412.0
313.0,Camera Operator,Media,57621.0,4095.0,699.0
314.0,Sound Engineer,Media,61893.0,3575.0,317.0
315.0,Music Producer,Media,81992.0,2896.0,1034.0
316.0,Actor,Media,48337.0,3243.0,1031.0
317.0,Voice Actor,Media,52520.0,3207.0,656.0
318.0,Stunt Coordinator,Media,71756.0,1526.0,450.0
319.0,Game Designer,Media,88147.0,3878.0,629.0
320.0,Esports Manager,Media,72811.0,2124.0,661.0
321.0,Sports Analyst,Media,69338.0,2840.0,762.0
322.0,Sports Broadcaster,Media,72868.0,2132.0,803.0
323.0,Sportswriter,Media,52667.0,2727.0,930.0
324.0,Book Editor,Media,58495.0,2782.0,1024.0
325.0,Literary Agent,Media,60917.0,2184.0,170.0
326.0,Publishing Manager,Media,72888.0,2809.0,811.0
327.0,YouTube Content Creator,Media,55786.0,2877.0,520.0
328.0,Podcast Host,Media,48526.0,3136.0,1357.0
329.0,Streaming Personality,Media,52925.0,3137.0,949.0
330.0,Social Media Influencer,Media,61105.0,3478.0,1021.0
331.0,Photographer,Media,47174.0,4525.0,1107.0
332.0,Videographer,Media,55952.0,4863.0,792.0
333.0,Nonprofit Program Manager,Nonprofit,62967.0,5747.0,1055.0
334.0,Grant Writer,Nonprofit,60263.0,3978.0,331.0
335.0,Development Director,Nonprofit,89762.0,3461.0,902.0
336.0,Volunteer Coordinator,Nonprofit,46098.0,4484.0,1028.0
337.0,Community Organizer,Nonprofit,49191.0,4670.0,439.0
338.0,Advocacy Manager,Nonprofit,66634.0,3614.0,856.0
339.0,International Aid Worker,Nonprofit,56079.0,3145.0,398.0
340.0,Environmental Activist,Nonprofit,49640.0,2692.0,295.0
341.0,Fundraising Manager,Nonprofit,73943.0,4098.0,788.0
342.0,NGO Director,Nonprofit,93620.0,2221.0,259.0
343.0,Social Entrepreneur,Nonprofit,65690.0,2542.0,174.0
344.0,Corporate Social Responsibility Manager,Nonprofit,84387.0,3244.0,261.0
345.0,Foundation Program Officer,Nonprofit,79359.0,2759.0,359.0
346.0,Policy Advocate,Nonprofit,66065.0,3425.0,681.0
347.0,Human Rights Lawyer,Nonprofit,70514.0,1986.0,454.0
348.0,Real Estate Agent,Real Estate,73548.0,18732.0,1286.0
349.0,Real Estate Broker,Real Estate,98337.0,8887.0,1067.0
350.0,Property Manager,Real Estate,60211.0,9344.0,929.0
351.0,Real Estate Developer,Real Estate,148491.0,3363.0,664.0
352.0,Commercial Real Estate Analyst,Real Estate,95236.0,3508.0,453.0
353.0,Appraiser,Real Estate,74208.0,4026.0,618.0
354.0,Mortgage Loan Officer,Real Estate,85509.0,5692.0,287.0
355.0,Title Officer,Real Estate,65006.0,4356.0,812.0
356.0,Real Estate Attorney,Real Estate,116851.0,2640.0,193.0
357.0,Home Inspector,Real Estate,59747.0,4491.0,736.0
358.0,Leasing Consultant,Real Estate,46537.0,6933.0,509.0
359.0,HOA Manager,Real Estate,57084.0,4428.0,229.0
360.0,Construction Manager,Trades,108067.0,7401.0,629.0
361.0,Project Manager (Construction),Trades,100206.0,6643.0,839.0
362.0,Electrical Contractor,Trades,87184.0,8141.0,553.0
363.0,Plumbing Contractor,Trades,78517.0,6244.0,644.0
364.0,HVAC Technician,Trades,63933.0,8117.0,734.0
365.0,Welder (Specialized),Trades,68370.0,5519.0,452.0
366.0,Aircraft Mechanic,Trades,81607.0,5168.0,593.0
367.0,Marine Technician,Trades,69095.0,3031.0,204.0
368.0,Wind Turbine Technician,Trades,59964.0,4524.0,507.0
369.0,Solar Panel Installer (Lead),Trades,58171.0,9137.0,321.0
370.0,Strategy Analyst,Consulting,108428.0,5196.0,857.0
371.0,McKinsey Analyst,Consulting,109629.0,1601.0,253.0
372.0,BCG Analyst,Consulting,108204.0,1577.0,220.0
373.0,Bain Analyst,Consulting,105213.0,1382.0,212.0
374.0,IT Consultant,Consulting,119215.0,7179.0,1137.0
375.0,HR Consultant,Consulting,92495.0,4635.0,567.0
376.0,Financial Consultant,Consulting,101687.0,4617.0,241.0
377.0,Healthcare Consultant,Consulting,118782.0,3594.0,501.0
378.0,Operations Consultant,Consulting,105140.0,4290.0,501.0
379.0,Marketing Consultant,Consulting,93170.0,4298.0,485.0
380.0,Environmental Consultant,Consulting,86731.0,3357.0,648.0
381.0,Risk Consultant,Consulting,99481.0,3274.0,589.0
382.0,Sustainability Consultant,Consulting,90460.0,3956.0,388.0
383.0,Digital Transformation Consultant,Consulting,132820.0,5614.0,546.0
384.0,Hotel Manager,Hospitality,65481.0,8211.0,700.0
385.0,Restaurant Manager,Hospitality,54374.0,11870.0,1035.0
386.0,Chef (Executive),Hospitality,76188.0,7047.0,489.0
387.0,Sommelier,Hospitality,56873.0,3313.0,192.0
388.0,Travel Agent,Hospitality,47525.0,4701.0,489.0
389.0,Tour Guide,Hospitality,39918.0,5579.0,907.0
390.0,Event Coordinator,Hospitality,50593.0,9095.0,1345.0
391.0,Wedding Planner,Hospitality,57386.0,5897.0,855.0
392.0,Cruise Director,Hospitality,65309.0,2165.0,299.0
393.0,Casino Manager,Hospitality,79288.0,2997.0,202.0
394.0,Theme Park Manager,Hospitality,71460.0,3724.0,377.0
395.0,Airline Pilot,Hospitality,204378.0,5703.0,247.0
396.0,Flight Attendant,Hospitality,61133.0,9033.0,702.0
397.0,Airport Manager,Hospitality,108116.0,2145.0,201.0
398.0,Personal Trainer,Sports,49980.0,12662.0,1391.0
399.0,Athletic Coach,Sports,54022.0,8518.0,1169.0
400.0,Physical Education Teacher,Sports,53445.0,5913.0,624.0
401.0,Sports Agent,Sports,96390.0,2736.0,275.0
402.0,Sports Marketing Manager,Sports,81599.0,3568.0,258.0
403.0,Athletic Trainer,Sports,56391.0,6420.0,653.0
404.0,Strength & Conditioning Coach,Sports,53255.0,5935.0,976.0
405.0,Sports Psychologist,Sports,85638.0,2912.0,424.0
406.0,Kinesiology Therapist,Sports,64951.0,4324.0,244.0
407.0,Yoga Instructor,Sports,43965.0,8652.0,483.0
408.0,Fitness Director,Sports,70557.0,4783.0,497.0
409.0,Recreation Therapist,Sports,53103.0,4875.0,600.0
410.0,Sports Nutritionist,Sports,64964.0,3681.0,312.0
411.0,Sustainability Manager,Environment,92821.0,6718.0,846.0
412.0,Environmental Consultant,Environment,86676.0,5562.0,600.0
413.0,Conservation Scientist,Environment,72186.0,3437.0,388.0
414.0,Wildlife Biologist,Environment,68569.0,3310.0,177.0
415.0,Park Ranger,Environment,50829.0,4974.0,287.0
416.0,Climate Scientist,Environment,92608.0,3179.0,116.0
417.0,Renewable Energy Analyst,Environment,87395.0,5272.0,342.0
418.0,Carbon Credits Analyst,Environment,83595.0,3748.0,276.0
419.0,ESG Analyst,Environment,94657.0,6174.0,816.0
420.0,Water Quality Specialist,Environment,75675.0,3976.0,169.0
421.0,Recycling Program Manager,Environment,69500.0,3418.0,318.0
422.0,Green Building Consultant,Environment,82950.0,4118.0,505.0
423.0,Energy Auditor,Environment,71044.0,4905.0,273.0
424.0,Ecological Restoration Specialist,Environment,68718.0,3258.0,398.0
425.0,Librarian (Research),Other,61207.0,3098.0,352.0
426.0,Archivist,Other,57631.0,2433.0,167.0
427.0,Museum Curator,Other,64364.0,2191.0,323.0
428.0,Translator / Interpreter,Other,56804.0,7091.0,318.0
429.0,Sign Language Interpreter,Other,54608.0,4955.0,657.0
430.0,Court Interpreter,Other,59994.0,3575.0,513.0
431.0,Technical Translator,Other,68630.0,3845.0,239.0
432.0,Philosopher (Academic),Other,73624.0,1128.0,115.0
433.0,Ethicist,Other,86075.0,1376.0,90.0
434.0,Think Tank Researcher,Other,80752.0,2265.0,403.0
435.0,Political Campaign Manager,Other,74662.0,3831.0,472.0
436.0,Lobbyist,Other,111293.0,2737.0,155.0
437.0,Speechwriter,Other,79831.0,2574.0,193.0
438.0,Demographer,Other,85155.0,1832.0,329.0
439.0,Geographer,Other,73483.0,2538.0,279.0
440.0,Cartographer,Other,67662.0,1704.0,319.0
441.0,Meteorologist,Other,95928.0,2609.0,390.0
442.0,Oceanographer,Other,81462.0,1546.0,254.0
443.0,Seismologist,Other,84645.0,1133.0,139.0
444.0,Volcanologist,Other,79775.0,798.0,157.0
445.0,Paleontologist,Other,68873.0,612.0,101.0
446.0,Zoologist,Other,70421.0,2228.0,319.0
447.0,Botanist,Other,67277.0,2604.0,354.0
448.0,Entomologist,Other,64308.0,1638.0,232.0
449.0,Ornithologist,Other,68254.0,1385.0,231.0
